,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
7,28,70,40,40,50,0,6.577123614344023e+27,0,"LR (40, True)"
8,28,80,40,40,50,0,1004377260278839.2,0,"LR (40, True)"
9,28,90,40,40,50,0,1.4433037199047564e+20,0,"LR (40, True)"
10,28,100,40,40,50,0,6.186810603257043e+19,0,"LR (40, True)"
0,29,5,40,40,50,0,1.7449566371094539e+83,0,"LR (40, True)"
1,29,10,40,40,50,0,8522481.625166668,0,"LR (40, True)"
2,29,20,40,40,50,0,7710557.649563074,0,"LR (40, True)"
3,29,30,40,40,50,0,7.491970436904637e+20,0,"LR (40, True)"
4,29,40,40,40,50,0,2.199386332776149e+37,0,"LR (40, True)"
5,29,50,40,40,50,0,2.686802254943086e+77,0,"LR (40, True)"
6,29,60,40,40,50,0,3.4874454128285524e+100,0,"LR (40, True)"
7,29,70,40,40,50,0,1.4956489669044165e+130,0,"LR (40, True)"
8,29,80,40,40,50,0,1.9439795848579906e+41,0,"LR (40, True)"
9,29,90,40,40,50,0,3.025701754311248e+24,0,"LR (40, True)"
10,29,100,40,40,50,0,6323084683273.406,0,"LR (40, True)"
