,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
202,4.0,18,40,20,20,50,0,5.79646228840261e+36,0,"LR (20, True)"
203,5.0,18,50,20,20,50,0,9.208373818642408e+67,0,"LR (20, True)"
204,6.0,18,60,20,20,50,0,62360.30123536423,0,"LR (20, True)"
205,7.0,18,70,20,20,50,0,7.400602870641485e+22,0,"LR (20, True)"
206,8.0,18,80,20,20,50,0,119.4909873768838,0,"LR (20, True)"
207,9.0,18,90,20,20,50,0,78186119346.6503,0,"LR (20, True)"
208,10.0,18,100,20,20,50,0,9554806.734285036,0,"LR (20, True)"
209,0.0,19,5,20,20,50,0,270785.5073076927,0,"LR (20, True)"
210,1.0,19,10,20,20,50,0,1.7318805278507725e+19,0,"LR (20, True)"
211,2.0,19,20,20,20,50,0,4.670003689033751e+88,0,"LR (20, True)"
212,3.0,19,30,20,20,50,0,1.1668170903158205e+17,0,"LR (20, True)"
213,4.0,19,40,20,20,50,0,48195706626428.24,0,"LR (20, True)"
214,5.0,19,50,20,20,50,0,9249060.891437087,0,"LR (20, True)"
215,6.0,19,60,20,20,50,0,7446150278149765.0,0,"LR (20, True)"
216,7.0,19,70,20,20,50,0,321694.1536284711,0,"LR (20, True)"
217,8.0,19,80,20,20,50,0,375351.7281393093,0,"LR (20, True)"
218,9.0,19,90,20,20,50,0,552446386.2176197,0,"LR (20, True)"
219,10.0,19,100,20,20,50,0,6968635698768.868,0,"LR (20, True)"
220,0.0,20,5,20,20,50,0,1956.528969694442,0,"LR (20, True)"
221,1.0,20,10,20,20,50,0,2.4199447766598246e+17,0,"LR (20, True)"
222,2.0,20,20,20,20,50,0,2.7108932648348858e+48,0,"LR (20, True)"
223,3.0,20,30,20,20,50,0,76254.01622163664,0,"LR (20, True)"
224,4.0,20,40,20,20,50,0,133486856400.3618,0,"LR (20, True)"
225,5.0,20,50,20,20,50,0,5906.360446183521,0,"LR (20, True)"
226,6.0,20,60,20,20,50,0,2.1817612203602253e+22,0,"LR (20, True)"
227,7.0,20,70,20,20,50,0,2.262315798212629e+183,0,"LR (20, True)"
228,8.0,20,80,20,20,50,0,1497.977944338018,0,"LR (20, True)"
229,9.0,20,90,20,20,50,0,1.4273031613825772e+19,0,"LR (20, True)"
230,10.0,20,100,20,20,50,0,1317649354.642058,0,"LR (20, True)"
231,0.0,21,5,20,20,50,0,969.5396676052632,0,"LR (20, True)"
