,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
81,910,2,2,25,1.2574666982621427e-06,0,LR
82,920,2,2,25,1.5433824486002115e-06,0,LR
83,930,2,2,25,1.594158714698772e-06,0,LR
84,940,2,2,25,1.6048741466162253e-06,0,LR
85,950,2,2,25,1.5980554400379733e-06,0,LR
86,960,2,2,25,1.4487316245291893e-06,0,LR
87,970,2,2,25,1.5914337489059347e-06,0,LR
88,980,2,2,25,1.3313055386708753e-06,0,LR
89,990,2,2,25,1.6880242926968773e-06,0,LR
90,1000,2,2,25,1.21045578616932e-06,0,LR
0,100,2,2,25,1.4544921428330336e-05,0,LR
1,110,2,2,25,1.3091181563348027e-05,0,LR
2,120,2,2,25,2.621682171515688e-05,0,LR
3,130,2,2,25,2.8326857902955994e-05,0,LR
4,140,2,2,25,1.2427682672337344e-05,0,LR
5,150,2,2,25,1.7775532080181976e-05,0,LR
6,160,2,2,25,1.3440726403477225e-05,0,LR
7,170,2,2,25,8.013987358550762e-06,0,LR
8,180,2,2,25,1.5382824996399805e-05,0,LR
9,190,2,2,25,1.5122942273225993e-05,0,LR
10,200,2,2,25,1.6732059069793055e-05,0,LR
11,210,2,2,25,1.3897999825370686e-05,0,LR
12,220,2,2,25,1.6997195588114562e-05,0,LR
13,230,2,2,25,1.2457545046880912e-05,0,LR
14,240,2,2,25,1.614811416721302e-05,0,LR
15,250,2,2,25,2.9449447197499967e-05,0,LR
16,260,2,2,25,1.4421713160412413e-05,0,LR
17,270,2,2,25,4.859049652146304e-06,0,LR
18,280,2,2,25,2.004236550595123e-05,0,LR
19,290,2,2,25,1.6096800296530424e-05,0,LR
20,300,2,2,25,1.1607459715736794e-05,0,LR
21,310,2,2,25,2.0106499725028505e-05,0,LR
22,320,2,2,25,8.020405105162114e-06,0,LR
23,330,2,2,25,1.2146316884674249e-05,0,LR
24,340,2,2,25,1.1939458262212505e-05,0,LR
25,350,2,2,25,1.8003588734400305e-05,0,LR
26,360,2,2,25,1.7181785259413175e-05,0,LR
27,370,2,2,25,1.838946681529118e-05,0,LR
28,380,2,2,25,1.3481643256157187e-05,0,LR
29,390,2,2,25,1.36462682204791e-05,0,LR
30,400,2,2,25,1.6164043381212e-05,0,LR
31,410,2,2,25,1.2677151523562448e-05,0,LR
32,420,2,2,25,1.4831729986774083e-05,0,LR
33,430,2,2,25,1.2900114820803127e-05,0,LR
34,440,2,2,25,8.924873153366934e-06,0,LR
35,450,2,2,25,9.874143307661598e-06,0,LR
36,460,2,2,25,1.7516052278069734e-05,0,LR
37,470,2,2,25,9.89405762047564e-06,0,LR
38,480,2,2,25,1.4568298404121639e-05,0,LR
39,490,2,2,25,7.932606044883877e-06,0,LR
40,500,2,2,25,2.01775657002513e-05,0,LR
41,510,2,2,25,9.810740344626209e-06,0,LR
42,520,2,2,25,1.1049951989688419e-05,0,LR
43,530,2,2,25,1.4822467115542154e-05,0,LR
44,540,2,2,25,1.9087339396921532e-05,0,LR
45,550,2,2,25,1.1228525815679944e-05,0,LR
46,560,2,2,25,1.784774118687633e-05,0,LR
47,570,2,2,25,1.6038812040710544e-05,0,LR
48,580,2,2,25,1.6216390764438814e-05,0,LR
49,590,2,2,25,1.1561132227610583e-05,0,LR
50,600,2,2,25,1.50384166177033e-05,0,LR
51,610,2,2,25,2.8150925422713676e-05,0,LR
52,620,2,2,25,1.162097450227784e-05,0,LR
53,630,2,2,25,1.4662882286449252e-05,0,LR
54,640,2,2,25,8.851106575362219e-06,0,LR
55,650,2,2,25,9.529598616968691e-06,0,LR
56,660,2,2,25,7.766896089949233e-06,0,LR
57,670,2,2,25,1.841308982826135e-05,0,LR
58,680,2,2,25,6.180413713397136e-06,0,LR
59,690,2,2,25,1.21572138185397e-05,0,LR
60,700,2,2,25,1.180192771240968e-05,0,LR
61,710,2,2,25,1.6527111930097697e-05,0,LR
62,720,2,2,25,1.797457847625394e-05,0,LR
63,730,2,2,25,1.813797379781359e-05,0,LR
64,740,2,2,25,1.381363842234691e-05,0,LR
65,750,2,2,25,4.567973787759397e-06,0,LR
66,760,2,2,25,8.344193695856663e-06,0,LR
67,770,2,2,25,1.1169513892877444e-05,0,LR
68,780,2,2,25,1.1344589861105613e-05,0,LR
69,790,2,2,25,8.882700185785056e-06,0,LR
70,800,2,2,25,1.772143493404501e-05,0,LR
71,810,2,2,25,1.0541191210095954e-05,0,LR
72,820,2,2,25,1.6146318351186115e-05,0,LR
73,830,2,2,25,1.0856876383085264e-05,0,LR
74,840,2,2,25,1.2453563334267916e-05,0,LR
